geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
42800,-12.7019359,-38.3243326,camacari,BA
42801,-12.7132913,-38.3136325,camacari,BA
42802,-12.7103691,-38.3168694,camacari,BA
42803,-12.7119487,-38.3209908,camacari,BA
42804,-12.7177558,-38.3278805,camacari,BA
42805,-12.7098925,-38.3335077,camacari,BA
42806,-12.7032570,-38.3336870,camacari,BA
42807,-12.6942617,-38.3331160,camacari,BA
42808,-12.6901299,-38.3317173,camacari,BA
42809,-12.6945808,-38.3227147,camacari,BA
42810,-12.6650284,-38.3059566,camacari,BA
42820,-12.6256057,-38.0745728,monte gordo,BA
42827,-12.6608310,-38.0909115,camacari,BA
42833,-11.8695249,-40.2196057,barra do jacuipe,BA
42835,-12.7248447,-38.2163896,arembepe,BA
42840,-12.8297406,-38.2649857,abrantes,BA
42841,-12.8499591,-38.2784795,catu de abrantes,BA
42849,-12.7641346,-38.3226938,camacari,BA
42850,-12.6133816,-38.3010730,dias d'avila,BA
43700,-12.7921024,-38.3927724,simoes filho,BA
43805,-12.6714926,-38.5444699,candeias,BA
43806,-12.8382540,-38.7320154,candeias,BA
43810,-12.8930054,-38.7567183,candeias,BA
43813,-12.6640490,-38.5013902,candeias,BA
43815,-12.6673867,-38.5370788,candeias,BA
43820,-12.6730223,-38.5392914,candeias,BA
43825,-12.8554060,-38.7164245,candeias,BA
43840,-12.7294599,-38.5253621,passé,BA
43843,-12.7134078,-38.4515297,candeias,BA
43845,-12.7342000,-38.4466350,passagem dos teixeiras,BA
43850,-12.4998312,-38.7529841,sao sebastiao do passe,BA
43900,-12.6236009,-38.6729688,sao francisco do conde,BA
44001,-12.2562961,-38.9607478,feira de santana,BA
44002,-12.2532057,-38.9676439,feira de santana,BA
44003,-12.2657397,-38.9598435,feira de santana,BA
44004,-12.2665840,-38.9669001,feira de santana,BA
44005,-12.2678206,-38.9721582,feira de santana,BA
44006,-12.2753136,-38.9762374,feira de santana,BA
44007,-12.2627673,-38.9809165,feira de santana,BA
44008,-12.2518602,-38.9712934,feira de santana,BA
44009,-12.2476033,-38.9762151,feira de santana,BA
44010,-12.2796788,-38.9663217,feira de santana,BA
44013,-12.2848287,-38.9858642,feira de santana,BA
44018,-12.2456367,-38.9703033,feira de santana,BA
44019,-12.2478933,-38.9884265,feira de santana,BA
44020,-12.2392742,-38.9682812,feira de santana,BA
44021,-12.2418622,-38.9727221,feira de santana,BA
44022,-12.2446524,-38.9743939,feira de santana,BA
44023,-12.2509480,-38.9761960,feira de santana,BA
44024,-12.2442741,-38.9796132,feira de santana,BA
44025,-12.2472893,-38.9893114,feira de santana,BA
44028,-12.2375893,-38.9793244,feira de santana,BA
44030,-12.2203352,-38.9963658,feira de santana,BA
44031,-12.2221894,-38.9845368,feira de santana,BA
44032,-12.2248760,-38.9717962,feira de santana,BA
44033,-12.2202476,-38.9735105,feira de santana,BA
44034,-12.2078314,-38.9695159,feira de santana,BA
44035,-12.1942619,-38.9881841,feira de santana,BA
44036,-12.1856486,-38.9625586,feira de santana,BA
44038,-12.2347162,-38.9518539,feira de santana,BA
44042,-12.2156272,-38.9960315,feira de santana,BA
44043,-12.2433455,-38.9436927,feira de santana,BA
44044,-12.2101547,-38.9902665,feira de santana,BA
44045,-12.2484258,-38.9485538,feira de santana,BA
44046,-12.1959603,-38.9946297,feira de santana,BA
44050,-12.2404934,-38.9586785,feira de santana,BA
44051,-12.2419271,-38.9509018,feira de santana,BA
44052,-12.2446089,-38.9437472,feira de santana,BA
44053,-12.2293911,-38.9594714,feira de santana,BA
44054,-12.2173952,-38.9593084,feira de santana,BA
44055,-12.2084524,-38.9627489,feira de santana,BA
44056,-12.2248853,-38.9496070,feira de santana,BA
44057,-12.2191028,-38.9384004,feira de santana,BA
44059,-12.2042868,-38.9451650,feira de santana,BA
44061,-12.2153841,-38.9572637,feira de santana,BA
44062,-12.2677516,-38.9565518,feira de santana,BA
44063,-12.2805876,-38.9589513,feira de santana,BA
44065,-12.2349745,-38.9382152,feira de santana,BA
44066,-12.2312449,-38.9350147,feira de santana,BA
44067,-12.2356257,-38.9258316,feira de santana,BA
44070,-12.2639585,-38.9430322,feira de santana,BA
44071,-12.2420024,-38.9181395,feira de santana,BA
44072,-12.2339251,-38.9058247,feira de santana,BA
44073,-12.2438700,-38.8902150,feira de santana,BA
44075,-12.2534829,-38.9512240,feira de santana,BA
44076,-12.2581284,-38.9444343,feira de santana,BA
44077,-12.2625664,-38.9404071,feira de santana,BA
44078,-12.2669613,-38.9331060,feira de santana,BA
44079,-12.2617158,-38.9297761,feira de santana,BA
44082,-12.2594114,-38.9321978,feira de santana,BA
44085,-12.2482230,-38.9205404,feira de santana,BA
44086,-12.2533330,-38.9086750,feira de santana,BA
44088,-12.2696141,-38.9507304,feira de santana,BA
44089,-12.2676470,-38.9434363,feira de santana,BA
44090,-12.2819568,-38.9567388,feira de santana,BA
44091,-12.2921509,-38.9518751,feira de santana,BA
44092,-12.2993150,-38.9521103,feira de santana,BA
44094,-12.2769897,-38.9464877,feira de santana,BA
44095,-12.2878180,-38.9395364,feira de santana,BA
44096,-12.2952293,-38.9173206,feira de santana,BA
44097,-12.3121824,-38.8959926,feira de santana,BA
44150,-11.9572490,-38.9733690,santa barbara,BA
44160,-11.9746483,-39.1063402,tanquinho,BA
44180,-12.4376927,-39.1204566,antonio cardoso,BA
44190,-12.4342115,-39.2530626,santo estevao,BA
44200,-12.5508771,-38.7064787,santo amaro,BA
44218,-12.6617753,-38.7513289,acupe,BA
44220,-12.7434053,-38.7687449,saubara,BA
44230,-12.4010744,-38.7544954,amelia rodrigues,BA
44245,-12.3196570,-38.7745225,conceicao do jacuipe,BA
44250,-12.2291429,-38.7577941,coracao de maria,BA
44255,-12.0441299,-38.7656468,irara,BA
44260,-12.0247713,-38.8661066,santanópolis,BA
44270,-12.4040563,-38.6214568,terra nova,BA
44280,-12.3040987,-38.6407381,teodoro sampaio,BA
44300,-12.5962610,-38.9686357,cachoeira,BA
44320,-12.4881285,-38.9930342,conceicao da feira,BA
44330,-12.4291021,-38.9479803,sao goncalo dos campos,BA
44340,-12.6224238,-38.9894685,muritiba,BA
44345,-12.5618255,-39.1815400,cabaceiras do paraguacu,BA
44350,-12.6011611,-39.0458247,governador mangabeira,BA
44360,-12.6069683,-38.9692894,sao felix,BA
44380,-12.6702464,-39.1032775,cruz das almas,BA
44400,-13.0247187,-39.0073293,nazare,BA
44420,-12.7818366,-38.9158673,maragogipe,BA
44428,-23.5143025,-47.1308394,sao roque do paraguacu,BA
44450,-12.8740814,-38.7604637,salinas da margarida,BA
44460,-12.8983245,-38.6686838,itaparica,BA
44470,-12.9855040,-38.6412964,vera cruz,BA
44480,-13.1023822,-38.8858039,jaguaripe,BA
44490,-13.0730632,-38.9939331,aratuipe,BA
44500,-12.7664790,-39.4223907,castro alves,BA
44520,-12.4408803,-39.5042619,rafael jambeiro,BA
44530,-12.7314095,-39.1874534,sapeacu,BA
44540,-12.7786572,-39.1673177,conceicao do almeida,BA
44550,-12.8460313,-39.0898972,sao felipe,BA
44560,-12.9061379,-39.1920763,dom macedo costa,BA
44565,-12.9758926,-39.3952733,varzedo,BA
44570,-12.9734628,-39.2675688,santo antonio de jesus,BA
44571,-12.9671765,-39.2431139,santo antonio de jesus,BA
44572,-12.9390187,-39.2601313,santo antonio de jesus,BA
44573,-12.9619209,-39.2484790,santo antonio de jesus,BA
44574,-12.9702909,-39.2514131,santo antonio de jesus,BA
44575,-13.0032646,-39.0979640,muniz ferreira,BA
44580,-13.0476569,-39.4543940,sao miguel das matas,BA
44590,-12.7457126,-39.5203155,santa teresinha,BA
44600,-12.1545339,-39.7404605,ipira,BA
44610,-11.8124664,-39.9070613,pintadas,BA
44620,-11.9614726,-40.1677891,baixa grande,BA
44630,-11.7105104,-40.1495044,mairi,BA
44635,-11.6067045,-40.1329400,varzea da roca,BA
44640,-11.8079004,-39.3831651,riachao do jacuipe,BA
44642,-11.6081267,-39.6304230,nova fatima,BA
44645,-11.6715535,-39.8359574,capela do alto alegre,BA
44650,-11.4712855,-39.7826899,gaviao,BA
44655,-11.8365454,-39.6128621,pe de serra,BA
44660,-12.1564441,-39.4372019,serra preta,BA
44670,-12.1502855,-39.2459601,anguera,BA
44680,-12.3114071,-39.3095090,ipecaeta,BA
44690,-11.2572774,-40.9439269,varzea nova,BA
44695,-11.3781581,-40.0117435,capim grosso,BA
44698,-11.4469579,-39.9445787,sao jose do jacuipe,BA
44700,-11.1859487,-40.5098348,jacobina,BA
44710,-11.4187133,-40.2923761,serrolandia,BA
44713,-11.4184413,-40.1235723,quixabeira,BA
44715,-11.5272586,-40.3166149,varzea do poco,BA
44718,-10.9088655,-41.1339872,ourolandia,BA
44720,-11.4302325,-40.5974356,miguel calmon,BA
44730,-11.1151526,-40.3917485,caém,BA
44740,-10.9398386,-40.4206115,saude,BA
44745,-10.9447927,-40.5686988,mirangaba,BA
44750,-11.1075332,-40.0704727,caldeirao grande,BA
44755,-10.8759848,-40.1280219,ponto novo,BA
44770,-10.7402033,-40.3783340,pindobacu,BA
44775,-10.7422732,-40.1334754,filadelfia,BA
44780,-10.5727453,-40.2758259,antonio goncalves,BA
44790,-10.5040916,-40.3261042,campo formoso,BA
44798,-10.7314554,-41.3233080,umburanas,BA
44800,-11.8721452,-40.4824463,mundo novo,BA
44830,-11.7307541,-40.5552517,piritiba,BA
44840,-11.8476715,-40.7925191,tapiramuta,BA
44850,-11.5480258,-41.1591663,morro do chapeu,BA
44880,-11.6870216,-41.4656583,cafarnaum,BA
44885,-11.9834207,-41.6111252,mulungu do morro,BA
44890,-11.7161383,-41.7671591,canarana,BA
44892,-11.8604597,-41.7539698,salobro,BA
44895,-11.7694884,-41.9018535,barro alto,BA
44900,-11.3041644,-41.8558050,irece,BA
44905,-11.3835187,-41.8319296,lapao,BA
44910,-11.4553471,-41.4579219,america dourada,BA
44915,-11.2157610,-41.8604387,sao gabriel,BA
44920,-11.3471915,-41.6610010,joao dourado,BA
44925,-11.0376406,-41.9573164,jussara,BA
44930,-11.2963404,-41.9887643,presidente dutra,BA
44940,-11.1366985,-42.1066643,central,BA
44950,-11.3271556,-42.1346080,uibai,BA
44960,-11.5437432,-41.9756783,ibitita,BA
44970,-11.6155973,-42.0552426,ibipeba,BA
44990,-11.8156758,-42.0595260,barra do mendes,BA
45000,-14.8523194,-40.8427474,vitoria da conquista,BA
45002,-14.8439010,-40.8424594,vitoria da conquista,BA
45003,-14.8419206,-40.8340993,vitoria da conquista,BA
45005,-14.8498867,-40.8300889,vitoria da conquista,BA
45008,-14.8171200,-40.7761100,vitoria da conquista,BA
45009,-14.8525640,-40.8126211,vitoria da conquista,BA
45010,-14.8535683,-40.8452736,vitoria da conquista,BA
45012,-14.8529462,-40.8057006,vitoria da conquista,BA
45015,-14.8479906,-40.8457814,vitoria da conquista,BA
45020,-14.8596498,-40.8368890,vitoria da conquista,BA
45023,-14.8652545,-40.8460912,vitoria da conquista,BA
45025,-14.8564275,-40.8521854,vitoria da conquista,BA
45026,-14.8720789,-40.8356734,vitoria da conquista,BA
45027,-14.8771572,-40.8445579,vitoria da conquista,BA
45028,-14.8618400,-40.8239964,vitoria da conquista,BA
45029,-14.8747722,-40.8110948,vitoria da conquista,BA
45031,-14.8817669,-40.8127433,vitoria da conquista,BA
45035,-14.8418684,-40.8425517,vitoria da conquista,BA
45037,-14.9044180,-40.8346405,vitoria da conquista,BA
45050,-14.8828385,-40.8306705,vitoria da conquista,BA
45051,-14.8554433,-40.8546453,vitoria da conquista,BA
45052,-14.8723319,-40.8608236,vitoria da conquista,BA
45053,-14.8595510,-40.8543164,vitoria da conquista,BA
45055,-14.8647011,-40.8425895,vitoria da conquista,BA
45058,-14.9304780,-40.8870922,vitoria da conquista,BA
45061,-14.8828256,-40.8735265,vitoria da conquista,BA
45065,-14.8735209,-40.8580056,vitoria da conquista,BA
45066,-14.8806440,-40.8550408,vitoria da conquista,BA
45070,-14.8507043,-40.8740241,vitoria da conquista,BA
45075,-14.8469534,-40.8545413,vitoria da conquista,BA
45077,-14.8598752,-40.8622397,vitoria da conquista,BA
45078,-14.8380568,-40.8757173,vitoria da conquista,BA
45079,-14.8422012,-40.8907331,vitória da conquista,BA
45085,-14.8393825,-40.8469112,vitoria da conquista,BA
45089,-14.8281660,-40.8274402,vitoria da conquista,BA
45095,-14.9084898,-40.8403944,vitoria da conquista,BA
45104,-14.8798211,-40.8912120,vitoria da conquista,BA
45120,-14.7928253,-40.6252926,barra do choca,BA
45130,-14.9781795,-40.4091552,caatiba,BA
45140,-15.2456773,-40.6236686,itambe,BA
45150,-15.5332587,-40.9102070,encruzilhada,BA
45155,-15.4851179,-40.6810543,ribeirao do largo,BA
45157,-15.4779545,-41.2457143,candido sales,BA
45160,-15.0371980,-41.2605535,belo campo,BA
45170,-14.9756917,-41.4119478,tremedal,BA
45177,-14.6975861,-41.2658869,caraibas,BA
45180,-14.6113608,-41.1363828,anage,BA
45190,-14.6709528,-40.4796489,planalto,BA
45195,-17.7332633,-42.5275083,lucaia,BA
45200,-13.8599980,-40.0846683,jequie,BA
45201,-13.8574649,-40.1010841,jequie,BA
45202,-13.8604441,-40.0956278,jequie,BA
45203,-13.8533541,-40.0816841,jequie,BA
45204,-13.8562976,-40.0624249,jequie,BA
45205,-13.8679307,-40.0672076,jequie,BA
45206,-13.8688114,-40.0596266,jequie,BA
45207,-13.8691939,-40.0545095,jequie,BA
45208,-13.8664089,-40.0688655,jequie,BA
45209,-13.8719314,-40.0664355,jequie,BA
45210,-13.8708539,-40.0822381,jequie,BA
45211,-13.8720874,-40.0945115,jequie,BA
45215,-13.6558861,-40.2127165,lafaiete coutinho,BA
45220,-14.1262720,-39.8899271,aiquara,BA
45225,-14.0169435,-39.8903299,jitauna,BA
45230,-14.1639959,-40.0055664,itagi,BA
45240,-14.1298852,-40.2972448,manoel vitorino,BA
45245,-14.0457188,-40.5622507,catingal,BA
45250,-14.3640759,-40.2077777,boa nova,BA
45255,-14.2409227,-40.7696251,mirante,BA
45260,-14.5283048,-40.3671572,pocoes,BA
45263,-14.3738903,-40.5072041,bom jesus da serra,BA
45265,-14.3404772,-40.9077272,caetanos,BA
45270,-14.6695742,-40.1222804,nova canaa,BA
45280,-14.7536435,-40.0889146,iguai,BA
45285,-14.7521622,-40.0901256,iguaibi,BA
45290,-14.8430719,-39.9862863,ibicui,BA
45300,-13.0279160,-39.6016910,amargosa,BA
45305,-12.9457544,-39.5214199,elisio medrado,BA
45310,-13.2668373,-39.6676430,ubaira,BA
45312,-13.2425000,-39.7580600,engenheiro franca,BA
45315,-12.8701820,-39.8550216,milagres,BA
45320,-13.2927282,-39.8189335,santa ines,BA
45325,-13.1000034,-39.8091536,brejoes,BA
45330,-13.3584119,-39.8135529,cravolandia,BA
45340,-13.4503683,-39.9391757,itaquara,BA
45345,-13.5288913,-39.9773189,jaguaquara,BA
45350,-13.5331255,-40.1512384,itirucu,BA
45355,-13.8564284,-39.7444098,apuarema,BA
45360,-13.4393653,-40.4333107,maracas,BA
45365,-13.4751281,-40.2212292,lajedo do tabocal,BA
45370,-13.2535103,-40.0861885,irajuba,BA
45375,-13.3887737,-40.3788162,planaltino,BA
45390,-13.0260962,-40.0670655,nova itarana,BA
45400,-13.3672042,-39.0719663,valenca,BA
45416,-13.4468200,-39.4275099,presidente tancredo neves,BA
45420,-13.4847832,-39.0250604,cairu,BA
45428,-16.7468677,-41.4740876,morro de sao paulo,BA
45430,-13.5351800,-39.1006103,taperoa,BA
45435,-13.7350250,-39.1469166,itubera,BA
45436,-13.7655525,-39.3773111,pirai do norte,BA
45440,-13.6035535,-39.1006064,nilo peçanha,BA
45443,-13.8227875,-39.1421883,igrapiuna,BA
45445,-13.9498922,-39.1116694,camamu,BA
45450,-13.7447801,-39.4866157,gandu,BA
45452,-13.8107818,-39.6235589,nova ibia,BA
45455,-13.7795432,-39.6848543,itamari,BA
45460,-13.6708202,-39.4991901,wenceslau guimaraes,BA
45465,-13.2472989,-39.4071995,teolandia,BA
45470,-13.2568377,-39.5717496,jequirica,BA
45480,-13.2282999,-39.5062959,mutuipe,BA
45490,-13.1704966,-39.4246230,laje,BA
45500,-14.1511115,-39.3840465,ibirapitanga,BA
45520,-14.0782702,-39.0061475,marau,BA
45530,-14.2796961,-38.9938000,itacare,BA
45534,-14.2779521,-38.9953741,itacare,BA
45540,-14.3241737,-39.4661753,gongogi,BA
45545,-14.3116055,-39.3184379,ubaitaba,BA
45550,-14.2136251,-39.5229549,ubata,BA
45560,-14.2088016,-39.6021249,barra do rocha,BA
45570,-14.1342564,-39.7362880,ipiau,BA
45580,-14.0679140,-39.6399126,ibirataia,BA
45585,-14.2641545,-39.8338304,itagiba,BA
45590,-14.4325701,-39.9045785,dario meira,BA
45600,-14.7933653,-39.2784592,itabuna,BA
45601,-14.8151894,-39.3026399,itabuna,BA
45602,-14.7871108,-39.2839126,itabuna,BA
45603,-14.7818252,-39.2727719,itabuna,BA
45604,-14.7764149,-39.2657672,itabuna,BA
45605,-14.7953171,-39.2709233,itabuna,BA
45606,-14.8047654,-39.2656876,itabuna,BA
45607,-14.8112266,-39.2749139,itabuna,BA
45608,-14.8127673,-39.2806511,itabuna,BA
45610,-15.1914871,-39.4948021,jussari,BA
45611,-14.8113476,-39.3013339,itabuna,BA
45613,-14.8273905,-39.3145826,itabuna,BA
45615,-14.9578013,-39.3034265,buerarema,BA
45620,-15.0840107,-39.3395612,sao jose da vitoria,BA
45622,-14.5970557,-39.8478272,jussari,BA
45625,-14.8088853,-39.4732713,barro preto,BA
45630,-14.6749351,-39.3763435,itajuipe,BA
45638,-14.6359234,-39.5547248,coaraci,BA
45640,-14.7045742,-39.6375936,almadina,BA
45645,-14.4269048,-39.5656741,itapitanga,BA
45650,-14.7961854,-39.0427843,ilheus,BA
45651,-14.7859448,-39.0466822,ilheus,BA
45652,-14.7902309,-39.0351886,ilheus,BA
45653,-14.7991502,-39.0340671,ilheus,BA
45654,-14.8116791,-39.0325151,ilheus,BA
45655,-14.8228443,-39.0319090,ilheus,BA
45656,-14.8226315,-39.0342295,ilheus,BA
45657,-14.7965560,-39.0597157,ilheus,BA
45658,-14.7786975,-39.0573261,ilheus,BA
45661,-14.7906865,-39.0585198,ilheus,BA
45662,-14.8051378,-39.0394841,ilheus,BA
45675,-14.3279235,-39.3681619,aurelino leal,BA
45680,-14.5905206,-39.2859348,urucuca,BA
45690,-15.2880284,-39.0791589,una,BA
45695,-15.2615491,-39.4167152,arataca,BA
45700,-15.2508759,-40.2442401,itapetinga,BA
45710,-15.1104145,-40.0670708,itororo,BA
45712,-12.9802849,-38.4356548,rio do meio,BA
45720,-14.9596745,-39.9208987,firmino alves,BA
45725,-14.9625209,-39.8107641,santa cruz da vitoria,BA
45730,-15.1507170,-39.6829097,itaju do colonia,BA
45740,-14.8592791,-39.6606823,floresta azul,BA
45745,-14.8649720,-39.5907875,ibicarai,BA
45750,-14.8956770,-39.4253192,itape,BA
45760,-15.5610540,-40.4248894,macarani,BA
45770,-15.6255236,-40.2637646,maiquinique,BA
45780,-15.6545448,-40.0635506,itarantim,BA
45790,-15.6292312,-39.7959698,potiragua,BA
45800,-15.8612646,-38.8787932,belmonte,BA
45807,-16.2503702,-39.0415503,santa cruz cabralia,BA
45810,-16.4320271,-39.0756287,porto seguro,BA
45816,-16.4001872,-39.2627469,arraial d'ajuda,BA
45818,-16.5818267,-39.1363446,trancoso,BA
45820,-16.3752160,-39.5875514,eunapolis,BA
45821,-16.3654771,-39.5887145,eunapolis,BA
45822,-16.3583471,-39.5870530,eunapolis,BA
45823,-16.3390319,-39.5780634,eunapolis,BA
45824,-16.3676386,-39.5736482,eunapolis,BA
45825,-16.3691727,-39.5730516,eunapolis,BA
45826,-16.3672899,-39.5762602,eunapolis,BA
45828,-16.3687590,-39.5732382,eunapolis,BA
45829,-16.3683639,-39.5734115,eunapolis,BA
45830,-16.3811161,-39.5725092,eunapolis,BA
45834,-16.8410608,-40.1443473,jucurucu,BA
45836,-17.0369457,-39.5345417,itamaraju,BA
45840,-16.5839568,-39.7814969,guaratinga,BA
45848,-16.5768924,-39.5600758,itabela,BA
45850,-16.0884619,-39.6143661,itagimirim,BA
45855,-15.9696953,-39.5322069,itapebi,BA
45860,-15.6735962,-38.9493050,canavieiras,BA
45865,-15.4323178,-39.3298113,santa luzia,BA
45870,-15.5884278,-39.3729309,mascote,BA
45880,-15.4143501,-39.4955937,camacan,BA
45890,-15.4646977,-39.6530385,pau brasil,BA
45900,-17.7067657,-39.3101288,caravelas,BA
45910,-17.4978040,-39.2623529,alcobaca,BA
45920,-17.8983582,-39.3736305,nova vicosa,BA
45928,-17.8864500,-39.8616981,posto da mata,BA
45930,-18.0716034,-39.5683708,mucuri,BA
45936,-14.7538136,-39.2394250,itabata,BA
45940,-17.6867040,-40.1083051,ibirapua,BA
45950,-17.6120330,-40.3451544,lajedao,BA
45955,-17.2564167,-40.0207053,vereda,BA
45960,-17.3754061,-40.2223640,medeiros neto,BA
45968,-17.4746233,-40.2976280,itupeva,BA
45970,-17.1531073,-40.3324212,itanhem,BA
45972,-17.1717548,-40.2536928,ibiraja,BA
45975,-12.9334284,-38.4984725,batinga,BA
45980,-17.3284712,-39.2248014,prado,BA
45983,-14.0964996,-37.7625534,cumuruxatiba,BA
45985,-17.5093912,-39.7721757,teixeira de freitas,BA
45986,-17.4630442,-39.8261545,teixeira de freitas,BA
45987,-17.5348856,-39.7344255,teixeira de freitas,BA
45988,-17.5297883,-39.7154516,teixeira de freitas,BA
45989,-17.5412855,-39.7172104,teixeira de freitas,BA
45990,-17.5441767,-39.7275689,teixeira de freitas,BA
45991,-17.5479321,-39.7478991,teixeira de freitas,BA
45992,-17.5468791,-39.7432900,teixeira de freitas,BA
45993,-17.5419897,-39.7526854,teixeira de freitas,BA
45994,-17.5334607,-39.7590294,teixeira de freitas,BA
45995,-17.5209808,-39.7474832,teixeira de freitas,BA
45996,-17.5327104,-39.7356221,teixeira de freitas,BA
45997,-17.5405848,-39.7348836,teixeira de freitas,BA
45998,-17.5407054,-39.7490190,teixeira de freitas,BA
46100,-14.2054605,-41.6711121,brumado,BA
46103,-14.0373500,-41.7343100,itaquarai,BA
46110,-14.3852625,-41.8795732,malhada de pedras,BA
46130,-14.4177425,-41.4498937,aracatu,BA
46140,-13.6705314,-41.8711276,livramento de nossa senhora,BA
46165,-13.7764976,-41.7690353,dom basilio,BA
46170,-13.5700786,-41.8058145,rio de contas,BA
46180,-13.4192490,-42.1297384,erico cardoso,BA
46190,-13.4533178,-42.2395049,paramirim,BA
46200,-14.8999461,-41.9698441,condeuba,BA
46205,-14.5519054,-41.9557016,guajeru,BA
46220,-14.4041034,-42.0776218,rio do antonio,BA
46225,-14.2059435,-42.1162607,ibitira,BA
46250,-14.6857489,-41.6804291,presidente janio quadros,BA
46255,-14.6647677,-41.4926614,maetinga,BA
46270,-14.9431917,-41.7178504,piripa,BA
46280,-15.0392520,-41.9343253,cordeiros,BA
46290,-15.0242656,-42.3697155,mortugaba,BA
46300,-14.5012176,-42.2231407,cacule,BA
46310,-14.8433447,-42.4249190,jacaraci,BA
46315,-14.7921313,-42.2712525,irundiara,BA
46330,-14.6804692,-42.5035103,licinio de almeida,BA
46335,-14.5892441,-42.4381168,tauape,BA
46350,-14.7684156,-42.6558492,urandi,BA
46360,-14.4881505,-42.6851077,pindai,BA
46380,-14.4087909,-42.8647501,candiba,BA
46390,-14.2713631,-42.2570553,ibiassuce,BA
46400,-14.0640012,-42.4875876,caetite,BA
46410,-12.4012425,-38.7540219,maniacu,BA
46425,-14.0362421,-42.1415039,lagoa real,BA
46430,-14.2232072,-42.7833977,guanambi,BA
46438,-14.4115488,-43.5530511,iuiu,BA
46440,-14.3325324,-43.7623127,malhada,BA
46445,-14.2946978,-43.7704794,carinhanha,BA
46446,-14.2127144,-44.2832474,feira da mata,BA
46450,-14.5513902,-42.9968738,sebastiao laranjeiras,BA
46460,-14.2591958,-43.1664176,palmas de monte alto,BA
46470,-13.6116422,-42.9367530,riacho de santana,BA
46480,-13.9103937,-42.8454918,matina,BA
46490,-13.7756380,-42.7140835,igapora,BA
46500,-13.0203237,-42.6928673,macaubas,BA
46530,-12.7968522,-42.7113089,boquira,BA
46540,-12.8803918,-42.4871070,ibipitanga,BA
46550,-13.1247217,-42.2865302,rio do pires,BA
46560,13.0014202,-23.5839391,ibiajara,BA
46570,-13.3792469,-42.5223111,botupora,BA
46575,-13.3312759,-42.2935290,caturama,BA
46580,-13.5486733,-42.4949805,tanque novo,BA
46600,-14.0595023,-41.2349974,tanhacu,BA
46620,-13.7680049,-41.0772538,contendas do sincora,BA
46640,-13.8154462,-41.2988490,ituacu,BA
46650,-13.6273036,-41.3276424,barra da estiva,BA
46670,-13.5147817,-41.5931595,jussiape,BA
46690,-13.2506124,-41.6638818,abaira,BA
46700,-12.6206039,-42.2364830,ibitiara,BA
46730,-12.8113211,-42.1618565,novo horizonte,BA
46740,-12.7093131,-41.8302562,boninal,BA
46750,-13.0087897,-41.3741086,mucuge,BA
46760,-13.3870546,-41.3176657,ibicoara,BA
46765,-13.1106496,-41.6887014,piata,BA
46766,-13.0250707,-40.1864834,inubia,BA
46770,-13.2937086,-40.9575603,iramaia,BA
46780,-13.0217416,-40.5688466,marcionilio souza,BA
46790,-13.0062171,-41.0060123,itaete,BA
46800,-12.2833515,-40.4985889,ruy barbosa,BA
46805,-12.1387586,-40.3281935,macajuba,BA
46810,-12.0802628,-41.0956183,utinga,BA
46820,-11.9689754,-41.2665486,bonito,BA
46825,-12.3550089,-40.9035271,lajedinho,BA
46830,-12.7878711,-41.2912321,andarai,BA
46833,-12.5937210,-41.0144232,ubiraita,BA
46835,-12.8161305,-41.0697480,nova redencao,BA
46840,-12.6477892,-40.9333557,ibiquera,BA
46850,-12.6744938,-40.6441207,boa vista do tupim,BA
46860,-12.7712176,-40.2098718,iacu,BA
46865,-12.7999167,-40.3540046,joão amaro,BA
46875,-12.7099992,-39.6983591,itatim,BA
46880,-12.5261102,-40.3079584,itaberaba,BA
46900,-12.4190563,-41.7721122,seabra,BA
46930,-12.5168881,-41.5776800,palmeiras,BA
46960,-12.5497714,-41.3841778,lencois,BA
46970,-12.2828625,-41.1676986,wagner,BA
46980,-12.2465949,-41.6030707,iraquara,BA
46985,-12.2836419,-41.5126237,iraporanga,BA
46990,-12.0821225,-41.6517395,souto soares,BA
47100,-11.0914266,-43.1454514,barra,BA
47115,-12.1147856,-43.5530547,muquem do sao francisco,BA
47120,-10.7150859,-43.6342829,buritirama,BA
47150,-10.9893061,-44.5107322,santa rita de cassia,BA
47160,-10.7195092,-44.0347085,mansidao,BA
47200,-9.6208915,-42.0814729,remanso,BA
47220,-9.5123605,-43.0233216,campo alegre de lourdes,BA
47240,-9.9968980,-42.4853681,pilao arcado,BA
47300,-9.1773881,-40.9813030,casa nova,BA
47310,-2.5581064,-35.1590275,santana do sobrado,BA
47350,-9.7433729,-41.8692999,sento se,BA
47400,-10.8233734,-42.7271298,xique-xique,BA
47440,-11.0092879,-42.3989684,itaguacu da bahia,BA
47450,-11.4303974,-42.5055328,gentio do ouro,BA
47500,-12.6937205,-43.1821491,paratinga,BA
47520,-12.1739548,-43.2147806,ibotirama,BA
47530,-12.3155315,-42.8834608,oliveira dos brejinhos,BA
47560,-12.0070792,-42.6197671,brotas de macaubas,BA
47580,-11.5641515,-43.2767195,morpara,BA
47590,-11.8196792,-42.6159649,ipupiara,BA
47600,-13.2560140,-43.4098758,bom jesus da lapa,BA
47610,-13.0853055,-43.4681635,sitio do mato,BA
47630,-13.5243364,-43.6074413,serra do ramalho,BA
